D,E,I_A,I_S,K_stock,R,S,V,X_vac,action,time
0.00190074,0.00067033,0.00120986,9.283e-5,0.0037812279802551837,0.532520194,0.463606046,0.0,0.0,5.685705309097353e-5,0.0
0.0019008833095555328,0.0006740686259226892,0.001197613210699917,9.393093801883753e-5,0.003781227980255184,0.5316851449024045,0.46447289636886424,0.0,0.0,5.685705309097353e-5,0.16032064128256512
0.0019010282400749243,0.000677562337543793,0.0011857266343885905,9.502923437237153e-5,0.003781227980255184,0.5308511550185394,0.46533851066105103,0.0,0.0,5.6860587906417e-5,0.32064128256513025
0.0019011750230403328,0.0006808287112694669,0.0011741085259937315,9.61261486616543e-5,0.003781227980255184,0.5300136063556018,0.466204424472146,0.0,0.0,5.739975105327636e-5,0.48096192384769537
0.001901322933450648,0.0006838626335632028,0.0011629828605541105,9.72148970857344e-5,0.003781227980255184,0.5291863190041627,0.46706594936711765,0.0,0.0,5.685048469179092e-5,0.6412825651302605
0.0019014728173826312,0.0006866746647492942,0.001152094167758501,9.830043024129947e-5,0.003781227980255184,0.5283549517305269,0.4679276375866811,0.0,0.0,5.683933675728624e-5,0.8016032064128256
0.0019016237841960515,0.0006892699392501474,0.0011415954999486515,9.937554900078749e-5,0.003781227980255184,0.5275305715505918,0.46878436798815243,0.0,0.0,5.620838863993764e-5,0.9619238476953907
0.0019017776621419135,0.0006916900551858636,0.0011313179255276378,0.00010045444670353046,0.003781227980255184,0.5266979493242426,0.4696475802012943,0.0,0.0,5.690358187569616e-5,1.122244488977956
0.001901932363566834,0.0006939256479865097,0.0011213965305192698,0.00010152119743785915,0.003781227980255184,0.5258703247964917,0.4705051327197105,0.0,0.0,5.68551423590759e-5,1.282565130260521
0.001902088523227872,0.0006959903397166526,0.001111750165845973,0.00010257996287902786,0.003781227980255184,0.5250437355627422,0.47136071245583305,0.0,0.0,5.6736773712694506e-5,1.4428857715430863
0.0019022468925413898,0.0006978752393515857,0.001102367762406029,0.00010363305881260144,0.003781227980255184,0.524218046261858,0.4722172356443176,0.0,0.0,5.6894165090469054e-5,1.6032064128256511
0.001902406568108782,0.0006996105477753869,0.0010932434708251664,0.00010467665692887604,0.003781227980255184,0.5233934753984277,0.47307124711055437,0.0,0.0,5.690366813709757e-5,1.7635270541082164
0.0019025678517535479,0.0007012048364645871,0.0010844352351165759,0.00010571248982224213,0.003781227980255184,0.5225759103002469,0.4739244547488174,0.0,0.0,5.69526527873617e-5,1.9238476953907815
0.0019027303120184946,0.0007026621551760224,0.0010757596426082595,0.000106737134238126,0.003781227980255184,0.5217490955511174,0.47477442852631485,0.0,0.0,5.683600940225237e-5,2.0841683366733466
0.00190289467101088,0.0007039819420831386,0.0010674110833424045,0.00010775358866778311,0.003781227980255184,0.5209286030297109,0.4756244014921323,0.0,0.0,5.684151341053169e-5,2.244488977955912
0.0019030606338145018,0.0007051772306467841,0.0010592851252833994,0.00010876042508543463,0.003781227980255184,0.5201094554815139,0.4764732294027284,0.0,0.0,5.686058790641699e-5,2.4048096192384767
0.0019032278812652179,0.0007062595952020118,0.001051366007319806,0.00010975644395644714,0.003781227980255184,0.5192909617670032,0.47731978615095977,0.0,0.0,5.68117028413624e-5,2.565130260521042
0.0019033969097104362,0.000707233702498856,0.001043652078574678,0.00011074473030687473,0.003781227980255184,0.518473511068049,0.4781668081360343,0.0,0.0,5.687713399087092e-5,2.7254509018036073
0.0019035668384535269,0.0007081049614135913,0.0010361218832525842,0.00011171905652181776,0.003781227980255184,0.5176556284366945,0.4790094675994633,0.0,0.0,5.675591545292974e-5,2.8857715430861726
0.0019037392994467866,0.0007089015392491732,0.0010288393838864525,0.0001126870854656907,0.003781227980255184,0.5168444796150602,0.47985531340633997,0.0,0.0,5.6907807365908547e-5,3.046092184368738
0.0019039124231268714,0.0007096266804324353,0.0010217257776516456,0.0001136405187152365,0.003781227980255184,0.5160292421699203,0.48069619628548244,0.0,0.0,5.6847573649737805e-5,3.2064128256513023
0.0019040870922597494,0.0007102733405974685,0.0010148242485526105,0.00011458418495731915,0.003781227980255184,0.5152180784804691,0.4815365391140447,0.0,0.0,5.683118315494003e-5,3.3667334669338675
0.0019042633244317545,0.0007108366221830568,0.0010080642073230079,0.00011551825984342533,0.003781227980255184,0.5144052332436742,0.4823765567681405,0.0,0.0,5.686267185038857e-5,3.527054108216433
0.0019044406507331584,0.0007113269080879647,0.001001464298297174,0.00011643780186664768,0.003781227980255184,0.5135926787670004,0.48321300856422184,0.0,0.0,5.679258587613747e-5,3.6873747494989977
0.0019046194966419023,0.0007117562915841944,0.0009951197300410804,0.0001173466707491973,0.003781227980255184,0.5127915599612651,0.48404874066881104,0.0,0.0,5.675591545292974e-5,3.847695390781563
0.0019048003202774017,0.0007121111637291437,0.0009888090369711724,0.0001182479564267754,0.003781227980255184,0.5119778944703048,0.48488632879212207,0.0,0.0,5.685705309097353e-5,4.008016032064129
0.001904981646430179,0.0007124035880942681,0.0009827221196927888,0.00011913381802425081,0.003781227980255184,0.5111718751386911,0.4857186977202014,0.0,0.0,5.678836400808534e-5,4.168336673346693
0.0019051650669351613,0.000712632624811001,0.0009767854412892115,0.00012001195338169526,0.003781227980255184,0.5103658945409373,0.48655329993942864,0.0,0.0,5.686710429745544e-5,4.328657314629258
0.0019053494429924875,0.0007128086346254639,0.0009709858565434223,0.00012087541867851963,0.003781227980255184,0.5095606719815915,0.48738431497874474,0.0,0.0,5.685705309097353e-5,4.488977955911824
