D,E,I_A,I_S,K_stock,R,S,V,X_vac,action,time
0.00190074,0.00067033,0.00120986,9.283e-5,0.0037812279802551837,0.532520194,0.463606046,0.0,0.0,4.639020348228336e-5,0.0
0.0019008812969857156,0.0006740423490793383,0.0011973698318042182,9.391526281757796e-5,0.0037812279802551837,0.5316730845424442,0.4644607067168689,0.0,0.0,4.639020348228336e-5,0.16032064128256512
0.0019010242126724813,0.000677507251306853,0.001185269082577222,9.499780616084725e-5,0.0037812279802551837,0.5308271541090579,0.4653140475382246,0.0,0.0,4.636582434833789e-5,0.32064128256513025
0.0019011685317894232,0.0006807311888355172,0.0011735691726507994,9.607499287010525e-5,0.0037812279802551837,0.5299838152558243,0.4661646408580295,0.0,0.0,4.601282004011753e-5,0.48096192384769537
0.0019013149074594625,0.0006837461224631827,0.001162171431947628,9.715194321893787e-5,0.0037812279802551837,0.5291386561477203,0.4670169594471904,0.0,0.0,4.6352874823091456e-5,0.6412825651302605
0.0019014626330119513,0.0006865427517842212,0.0011511507824722204,9.822179075331169e-5,0.0037812279802551837,0.5282963633320854,0.46786625870989285,0.0,0.0,4.6313019877117566e-5,0.8016032064128256
0.0019016119013612145,0.000689138574615709,0.001140467335918509,9.928571317590465e-5,0.0037812279802551837,0.5274555781857145,0.4687139182892144,0.0,0.0,4.6242752139031086e-5,0.9619238476953907
0.0019017629270082386,0.0006915489365242972,0.0011300837421313584,0.0001003450226703762,0.0037812279802551837,0.5266148775414516,0.469561381830214,0.0,0.0,4.6299436446329325e-5,1.122244488977956
0.0019019155157715987,0.0006937794322036158,0.001120008983095578,0.0001013975956633769,0.0037812279802551837,0.525775460333902,0.4704074381393638,0.0,0.0,4.633015365357066e-5,1.282565130260521
0.0019020696181433594,0.0006958390806012819,0.0011102349578720522,0.00010244262326912015,0.0037812279802551837,0.5249375659030988,0.47125184781701546,0.0,0.0,4.632496747383405e-5,1.4428857715430863
0.0019022252602667036,0.0006977378177851429,0.0011007462840371917,0.0001034799662162372,0.0037812279802551837,0.5241009568319221,0.4720948538397728,0.0,0.0,4.631180531725533e-5,1.6032064128256511
0.0019023824925468872,0.0006994851717242694,0.001091526488177948,0.00010450969627084351,0.0037812279802551837,0.5232652595272134,0.4729368366240669,0.0,0.0,4.631732567289969e-5,1.7635270541082164
0.0019025411629488191,0.0007010875994454579,0.0010825778897612347,0.00010553033166827772,0.0037812279802551837,0.5224313120322515,0.47377695098392497,0.0,0.0,4.628735340494837e-5,1.9238476953907815
0.0019027016545198135,0.0007025572383832486,0.0010738569787711913,0.0001065445474550132,0.0037812279802551837,0.521596787281422,0.47461755229944824,0.0,0.0,4.635810969537003e-5,2.0841683366733466
0.0019028633772718503,0.0007038953914163464,0.0010654032423402415,0.0001075476135640918,0.0037812279802551837,0.5207650739029713,0.4754552164354352,0.0,0.0,4.633530559233131e-5,2.244488977955912
0.0019030268067026768,0.0007051113137244038,0.001057167626062695,0.00010854291482189392,0.0037812279802551837,0.5199333302659311,0.4762928184312218,0.0,0.0,4.637339229794921e-5,2.4048096192384767
0.0019031915121503918,0.0007062122241657049,0.0010491741600835924,0.00010952711282246307,0.0037812279802551837,0.5191039436943283,0.47712794729391816,0.0,0.0,4.635410757709338e-5,2.565130260521042
0.001903357804847026,0.0007072046322044267,0.0010413897958177908,0.00011050233610752166,0.0037812279802551837,0.5182750645178203,0.47796247446859363,0.0,0.0,4.636582434833789e-5,2.7254509018036073
0.0019035255499562365,0.0007080958159264704,0.0010338158807767428,0.00011146748980400322,0.0037812279802551837,0.5174473768331148,0.47879571049234987,0.0,0.0,4.6376222414798585e-5,2.8857715430861726
0.0019036945968402051,0.0007088914021891465,0.0010264538095324648,0.000112421462418988,0.0037812279802551837,0.5166216166782918,0.4796269138207524,0.0,0.0,4.6357649854142724e-5,3.046092184368738
0.0019038651739898378,0.0007095996038284332,0.0010192799939166468,0.0001133657481239322,0.0037812279802551837,0.515796452626887,0.4804574312081542,0.0,0.0,4.636256784498099e-5,3.2064128256513023
0.001904037060928709,0.000710222244440533,0.0010123008212234784,0.00011429882188323096,0.0037812279802551837,0.5149729910831897,0.4812861469686962,0.0,0.0,4.634966053719948e-5,3.3667334669338675
0.001904210321153414,0.000710763800166832,0.0010055044202190938,0.0001152210915432427,0.0037812279802551837,0.5141508001815848,0.4821134990398897,0.0,0.0,4.633560070244229e-5,3.527054108216433
0.0019043852353545078,0.000711229000087671,0.0009988676818077431,0.00011613428822524721,0.0037812279802551837,0.5133283434055602,0.4829410400901808,0.0,0.0,4.636906786457831e-5,3.6873747494989977
0.001904561278853372,0.0007116223973957623,0.000992413981482739,0.00011703511234453024,0.0037812279802551837,0.5125082722888891,0.4837660949410349,0.0,0.0,4.636409036389737e-5,3.847695390781563
0.001904738868434573,0.0007119487083345373,0.0009861133725412121,0.00011792615171695857,0.0037812279802551837,0.5116883543075695,0.48459091859140324,0.0,0.0,4.639020348228336e-5,4.008016032064129
0.0019049174929108644,0.0007122125705924589,0.0009799866902433865,0.00011880436858945113,0.0037812279802551837,0.5108711063739162,0.4854129725037475,0.0,0.0,4.637339229794921e-5,4.168336673346693
0.0019050975576557986,0.000712417678144259,0.0009740062958572889,0.00011967223374289058,0.0037812279802551837,0.5100543875345986,0.4862344187000004,0.0,0.0,4.6376222414798585e-5,4.328657314629258
0.0019052787556229577,0.000712568147377223,0.0009681816262338776,0.0001205280322192229,0.0037812279802551837,0.5092396467800778,0.4870537966584685,0.0,0.0,4.6358857153111536e-5,4.488977955911824
